Transaction Type,Payee/Customer/Vendor Name,Amount,Object,Transaction Description,Posting Date,Transaction ID,Fund,Dept,Div,Fund1,Dept1,Div1,Record Number,Fiscal Year
RV,NOT APPLICABLE,"$10,460.00 ",447.13,PARKING FEES - 447.1300,20200614,2020-00008570 - 5840934,101,0,0,101 - GENERAL ,000 - GEN,0000 - GEN,2587,2020
RV,NOT APPLICABLE,"$157,774.38 ",444.1,SEWER USER CHARGES - 444.1000,20200614,2020-00007934 - 5817201,501,0,0,501 - WASTEWATER,000 - GEN,0000 - GEN,2588,2020
RV,NOT APPLICABLE,"$93,238.02 ",413.1,CITY SALES TAX - 413.1000,20200615,2020-00008357 - 5833373,101,0,0,101 - GENERAL ,000 - GEN,0000 - GEN,2589,2020
RV,NOT APPLICABLE,"$121,330.39 ",435.13,STATE SALES TAX - 435.1300,20200615,2020-00008357 - 5833372,101,0,0,101 - GENERAL ,000 - GEN,0000 - GEN,2590,2020
EX,CDW GOVERNMENT INC,"$9,547.23 ",4343,VEEAM YR BAS MNT RNWL B/U REPL ENT - 4343,20200615,1151 - XXW7474 - 06/15/2020 - 1353,101,619,2050,101 - GENERAL ,619 - GEN GOVT,2050 - TECH SERVICES,2591,2020
EX,WAXIE SANITARY SUPPLY,"$6,150.07 ",6510,MISC CLEANING SUPPLIES-WINDEX/KLEENLINE/WATERHOG ECO/LINERS - 6510,20200615,1524 - 79202307 - 06/15/2020 - 1540,101,619,3570,101 - GENERAL ,619 - GEN GOVT,3570 - FACILITIES MANAGEMENT,2592,2020
EX,"L & M FOOD SERVICE, INC.","$10,760.00 ",6120,3-PLY DISPOSABLE FACE MASK - 6120,20200615,1277 - 008640 - 06/15/2020 - 10835,101,619,9110,101 - GENERAL ,619 - GEN GOVT,9110 - COVID-19,2593,2020
EX,UNITED RENTALS NORTHWEST INC,"$21,288.80 ",7410,MINI EXCAVATOR 3000-3999# TAKEUCHI MODEL TB216 216100209 - 7410,20200615,3804 - 182889160-001 - 06/15/2020 - 2190,101,700,3550,101 - GENERAL ,700 - CAPITAL OUTLAY,3550 - PARKS MAINTENANCE,2594,2020
EX,QUALITY EMULSIONS LLC,"$8,657.96 ",4366,EMULSIONS CQS-1HP 6.1.2020 - 4366,20200615,20883 - 49761 - 06/15/2020 - 9371,201,631,6100,201 - STREETS (HURF),631 - TRANSPORTATION,6100 - STREET OPERATIONS,2595,2020
EX,CRAFCO INC,"$29,483.88 ",4361,MASTIC ONE PLEXI MELT FOR PATCHER - 4361,20200615,4390 - 9402254872 - 06/15/2020 - 2477,201,631,6100,201 - STREETS (HURF),631 - TRANSPORTATION,6100 - STREET OPERATIONS,2596,2020
EX,JOHN DEERE COMPANY,"$26,514.66 ",7410,2020 JOHN DEERE GATOR 5744M XUV835R (MY20) - 7410,20200615,2829 - 116884943 - 06/15/2020 - 2550,201,700,6100,201 - STREETS (HURF),700 - CAPITAL OUTLAY,6100 - STREET OPERATIONS,2597,2020
EX,CDW GOVERNMENT INC,"$14,913.00 ",4343,ANTIVIRUS ACAD TREND SMART PROTECTION ACAD TREND APEX ONE EP AO - 4343,20200616,1151 - XVG5532 - 06/16/2020 - 1353,101,619,2050,101 - GENERAL ,619 - GEN GOVT,2050 - TECH SERVICES,2598,2020
EX,"WATER RESCUE & SAFETY, LLC","$20,640.21 ",3280,LIFEGUARD SERVICES RIVER SAFETY - 5/22-5/31/20 - 3280,20200617,20802 - 3009 - 06/17/2020 - 1676,101,621,5010,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - PATROL,2599,2020
EX,QUALITY EMULSIONS LLC,"$11,233.74 ",4366,EMULSIONS CQS-1HP - 4366,20200617,20883 - 48814 - 06/17/2020 - 9371,201,631,6100,201 - STREETS (HURF),631 - TRANSPORTATION,6100 - STREET OPERATIONS,2600,2020
EX,QUALITY EMULSIONS LLC,"$13,248.14 ",4366,EMULSIONS CQS-1HP - 4366,20200617,20883 - 49018 - 06/17/2020 - 9371,201,631,6100,201 - STREETS (HURF),631 - TRANSPORTATION,6100 - STREET OPERATIONS,2601,2020
EX,QUALITY EMULSIONS LLC,"$13,388.50 ",4366,EMULSIONS CQS-1HP - 4366,20200617,20883 - 49046 - 06/17/2020 - 9371,201,631,6100,201 - STREETS (HURF),631 - TRANSPORTATION,6100 - STREET OPERATIONS,2602,2020
EX,QUALITY EMULSIONS LLC,"$13,521.60 ",4366,EMULSIONS CQS-1HP - 4366,20200617,20883 - 49086 - 06/17/2020 - 9371,201,631,6100,201 - STREETS (HURF),631 - TRANSPORTATION,6100 - STREET OPERATIONS,2603,2020
EX,QUALITY EMULSIONS LLC,"$13,580.84 ",4366,EMULSIONS CQS-1HP - 4366,20200617,20883 - 49580 - 06/17/2020 - 9371,201,631,6100,201 - STREETS (HURF),631 - TRANSPORTATION,6100 - STREET OPERATIONS,2604,2020
EX,QUALITY EMULSIONS LLC,"$13,591.24 ",4366,EMULSIONS CQS-1HP - 4366,20200617,20883 - 48791 - 06/17/2020 - 9371,201,631,6100,201 - STREETS (HURF),631 - TRANSPORTATION,6100 - STREET OPERATIONS,2605,2020
EX,QUALITY EMULSIONS LLC,"$13,601.64 ",4366,EMULSIONS CQS-1HP - 4366,20200617,20883 - 48973 - 06/17/2020 - 9371,201,631,6100,201 - STREETS (HURF),631 - TRANSPORTATION,6100 - STREET OPERATIONS,2606,2020
EX,QUALITY EMULSIONS LLC,"$13,690.01 ",4366,EMULSIONS CQS-1HP - 4366,20200617,20883 - 49247 - 06/17/2020 - 9371,201,631,6100,201 - STREETS (HURF),631 - TRANSPORTATION,6100 - STREET OPERATIONS,2607,2020
EX,QUALITY EMULSIONS LLC,"$13,700.40 ",4366,EMULSIONS CQS-1HP - 4366,20200617,20883 - 48913 - 06/17/2020 - 9371,201,631,6100,201 - STREETS (HURF),631 - TRANSPORTATION,6100 - STREET OPERATIONS,2608,2020
EX,QUALITY EMULSIONS LLC,"$13,747.19 ",4366,EMULSIONS CQS-1HP - 4366,20200617,20883 - 49181 - 06/17/2020 - 9371,201,631,6100,201 - STREETS (HURF),631 - TRANSPORTATION,6100 - STREET OPERATIONS,2609,2020
EX,QUALITY EMULSIONS LLC,"$13,825.17 ",4366,EMULSIONS CQS-1HP - 4366,20200617,20883 - 49717 - 06/17/2020 - 9371,201,631,6100,201 - STREETS (HURF),631 - TRANSPORTATION,6100 - STREET OPERATIONS,2610,2020
EX,QUALITY EMULSIONS LLC,"$13,835.56 ",4366,EMULSIONS CQS-1HP - 4366,20200617,20883 - 48896 - 06/17/2020 - 9371,201,631,6100,201 - STREETS (HURF),631 - TRANSPORTATION,6100 - STREET OPERATIONS,2611,2020
EX,QUALITY EMULSIONS LLC,"$14,027.90 ",4366,EMULSIONS CQS-1HP - 4366,20200617,20883 - 49451 - 06/17/2020 - 9371,201,631,6100,201 - STREETS (HURF),631 - TRANSPORTATION,6100 - STREET OPERATIONS,2612,2020
EX,QUALITY EMULSIONS LLC,"$14,313.82 ",4366,EMULSIONS CQS-1HP - 4366,20200617,20883 - 49489 - 06/17/2020 - 9371,201,631,6100,201 - STREETS (HURF),631 - TRANSPORTATION,6100 - STREET OPERATIONS,2613,2020
EX,ARIZONA MUNICIPAL RISK RETENTION POOL,"$174,854.00 ",5205,GENERAL & EXCESS LIABILITY INSURANCE POLICIES - 5205,20200617,1020 - 40000844-3042020 - 06/17/2020 - 9287,604,618,2040,604 - RISK MANAGEMENT,618 - PERS ADMIN,2040 - HUMAN RESOURCES,2614,2020
RV,NOT APPLICABLE,"$7,746.07 ",479,OTHER REVENUE - 479.0000,20200618,2020-00008206 - 5828585,101,0,0,101 - GENERAL ,000 - GEN,0000 - GEN,2615,2020
EX,UNITED RENTALS NORTHWEST INC,"$11,037.16 ",4312,RENTAL WHEEL LOADER - VETERAN'S DREDGING - 4312,20200618,3804 - 2020-00001665 - 06/18/2020 - 2051,101,650,3550,101 - GENERAL ,650 - PARKS & REC,3550 - PARKS MAINTENANCE,2616,2020
EX,EARTH RESOURCE GROUP,"$31,825.00 ",7320,CIP - 19-F-001 FUEL TANK REPLACEMENT_ERG - 7320,20200618,20939 - PAY APP NO. 4 - 06/18/2020 - 10718,601,700,6210,601 - FLEET SERVICES,700 - CAPITAL OUTLAY,6210 - FLEET FUEL FACILITY,2617,2020
RV,NOT APPLICABLE,"$6,447.91 ",418.15,FRANCHISE TAX-REFUSE - 418.1500,20200619,2020-00008234 - 5829545,101,0,0,101 - GENERAL ,000 - GEN,0000 - GEN,2618,2020
RV,NOT APPLICABLE,"$6,020.00 ",447.13,PARKING FEES - 447.1300,20200619,2020-00008573 - 5840952,101,0,0,101 - GENERAL ,000 - GEN,0000 - GEN,2619,2020
RV,NOT APPLICABLE,"$17,360.00 ",447.13,PARKING FEES - 447.1300,20200620,2020-00008574 - 5840961,101,0,0,101 - GENERAL ,000 - GEN,0000 - GEN,2620,2020
RV,NOT APPLICABLE,"$9,200.00 ",447.13,PARKING FEES - 447.1300,20200621,2020-00008574 - 5840965,101,0,0,101 - GENERAL ,000 - GEN,0000 - GEN,2621,2020
RV,NOT APPLICABLE,"$165,215.16 ",444.1,SEWER USER CHARGES - 444.1000,20200621,2020-00008134 - 5824528,501,0,0,501 - WASTEWATER,000 - GEN,0000 - GEN,2622,2020
RV,NOT APPLICABLE,"$311,439.86 ",413.1,CITY SALES TAX - 413.1000,20200622,2020-00008357 - 5833376,101,0,0,101 - GENERAL ,000 - GEN,0000 - GEN,2623,2020
RV,NOT APPLICABLE,"$5,689.67 ",451.2,COURT FINES - 451.2000,20200622,2020-00008316 - 5832459,101,0,0,101 - GENERAL ,000 - GEN,0000 - GEN,2624,2020
EX,ALIENVAULT INC,"$10,265.74 ",4343,INTRUSION DETECTION RENEWAL 6.24.20-6.23.2021 - 4343,20200622,12826 - 11-21128011 - 06/22/2020 - 1353,101,619,2050,101 - GENERAL ,619 - GEN GOVT,2050 - TECH SERVICES,2625,2020
RV,NOT APPLICABLE,"$922,903.00 ",438.12,MOHAVE COUNTY FLOOD FUNDS - 438.1200,20200622,2020-00008249 - 5830009,304,0,0,304 - FLOOD CONTROL,000 - GEN,0000 - GEN,2626,2020
EX,U S POSTMASTERS,"$7,000.00 ",6150,POSTAGE FOR WASTEWATER BILLING 06/20 - 6150,20200622,1492 - 2020.06 - 06/22/2020 - 5092,501,615,2510,501 - WASTEWATER,615 - FIN ADMIN,2510 - BILLING AND COLLECTION,2627,2020
EX,TEXMO OIL COMPANY JOBBERS INC,"$13,203.85 ",6210,191776 OXY UNLEADED 87 OCT + 10% BULK - 6210,20200622,1479 - 105569 - 06/22/2020 - 8146,601,660,6210,601 - FLEET SERVICES,660 - PUBLIC WORKS,6210 - FLEET FUEL FACILITY,2628,2020
RV,NOT APPLICABLE,"$5,000.00 ",447.12,PWC SAFETY PROGRAM - 447.1200,20200623,2020-00008291 - 5831673,101,0,0,101 - GENERAL ,000 - GEN,0000 - GEN,2629,2020
RV,NOT APPLICABLE,"$133,917.10 ",435.13,STATE SALES TAX - 435.1300,20200623,2020-00008357 - 5833377,101,0,0,101 - GENERAL ,000 - GEN,0000 - GEN,2630,2020
EX,MOHAVE COUNTY COURT AUTOMATION,"$40,978.00 ",4340,FY 2020 COURT AUTOMATION SUPPORT FEE - 4340,20200623,20799 - 2020004 - 06/23/2020 - 1019,101,612,4500,101 - GENERAL ,612 - JUDICIAL,4500 - MUNICIPAL COURT,2631,2020
EX,NOT APPLICABLE,"$11,970.00 ",1510,HEALTH INSURANCE - 1510,20200623,2020-00008268 - 5830324,101,612,4500,101 - GENERAL ,612 - JUDICIAL,4500 - MUNICIPAL COURT,2632,2020
EX,NOT APPLICABLE,"$7,128.00 ",1510,HEALTH INSURANCE - 1510,20200623,2020-00008268 - 5830333,101,619,3020,101 - GENERAL ,619 - GEN GOVT,3020 - BUILDING SAFETY,2633,2020
EX,NOT APPLICABLE,"$39,393.00 ",1510,HEALTH INSURANCE - 1510,20200623,2020-00008268 - 5830336,101,621,5010,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - PATROL,2634,2020
EX,NOT APPLICABLE,"$17,950.00 ",1510,HEALTH INSURANCE - 1510,20200623,2020-00008268 - 5830337,101,621,5020,101 - GENERAL ,621 - PUBLIC SAFETY,5020 - CID,2635,2020
EX,NOT APPLICABLE,"$5,850.00 ",1510,HEALTH INSURANCE - 1510,20200623,2020-00008268 - 5830338,101,621,5030,101 - GENERAL ,621 - PUBLIC SAFETY,5030 - SUPPORT SERVICES,2636,2020
EX,NOT APPLICABLE,"$35,515.00 ",1510,HEALTH INSURANCE - 1510,20200623,2020-00008268 - 5830339,101,621,5040,101 - GENERAL ,621 - PUBLIC SAFETY,5040 - EMERGENCY SERVICES,2637,2020
EX,NOT APPLICABLE,"$8,780.00 ",1510,HEALTH INSURANCE - 1510,20200623,2020-00008268 - 5830340,101,641,5050,101 - GENERAL ,641 - HEALTH AND WELFARE,5050 - ANIMAL CARE AND WELFARE,2638,2020
EX,NOT APPLICABLE,"$12,441.00 ",1510,HEALTH INSURANCE - 1510,20200623,2020-00008268 - 5830341,101,650,3505,101 - GENERAL ,650 - PARKS & REC,3505 - RECREATION SERVICES,2639,2020
EX,NOT APPLICABLE,"$14,384.00 ",1510,HEALTH INSURANCE - 1510,20200623,2020-00008268 - 5830342,101,650,3550,101 - GENERAL ,650 - PARKS & REC,3550 - PARKS MAINTENANCE,2640,2020
RV,NOT APPLICABLE,"$25,000.00 ",471.12,DONATIONS - 471.1200,20200623,2020-00008276 - 5830372,245,0,0,245 - BHC SR NUTRITION CENTER,000 - GEN,0000 - GEN,2641,2020
EX,STAR NURSERY INC.,"$6,819.15 ",7321,ROTARY PARK DRAINAGE IMPROVEMENTS - 7321,20200623,747 - 1700100034150 - 06/23/2020 - 7818,304,700,6309,304 - FLOOD CONTROL,700 - CAPITAL OUTLAY,6309 - ROTARY PARK DRAINAGE IMPRV,2642,2020
EX,MOHAVE VALLEY LANDFILL,"$7,157.69 ",4130,LANDFILL CHARGES 06/01-06/15/2020 - 4130,20200623,1325 - 4522-000015810 - 06/23/2020 - 6148,501,632,6400,501 - WASTEWATER,632 - SANITATION,6400 - WASTEWATER,2643,2020
EX,U S BANK,"$20,009.77 ",4110,US BANK P CARD MEC 2020.08.06 - 4110,20200623,4141 - 2020-00002407 - 06/23/2020 - 5255,501,632,6400,501 - WASTEWATER,632 - SANITATION,6400 - WASTEWATER,2644,2020
EX,PRO PETROLEUM INC,"$10,700.09 ",6210,CONV UNLEADED W/10% ETHANOL - 6210,20200623,3441 - 3628342 - 06/23/2020 - 8146,601,660,6210,601 - FLEET SERVICES,660 - PUBLIC WORKS,6210 - FLEET FUEL FACILITY,2645,2020
RV,NOT APPLICABLE,"$181,002.00 ",440.4,INTERNAL SERVICE CHARGE - 440.4000,20200623,2020-00008268 - 5830346,610,0,0,610 - NORTHWEST AZ EMP BENEFIT TRUST,000 - GEN,0000 - GEN,2646,2020
RV,NOT APPLICABLE,"$111,575.37 ",435.15,VEHICLE LICENSE TAX - 435.1500,20200624,2020-00008357 - 5833378,101,0,0,101 - GENERAL ,000 - GEN,0000 - GEN,2647,2020
EX,CPU DISTRIBUTING,"$18,847.00 ",7435,FIREWALL REPLACEMENT- SONICWALL NSA 4650 SECURE - 7435,20200624,848 - 1226114 - 06/24/2020 - 2180,101,700,2050,101 - GENERAL ,700 - CAPITAL OUTLAY,2050 - TECH SERVICES,2648,2020
EX,SOLENIS LLC,"$7,500.84 ",6520,656735 PRAESTOL K 148 L DRUM 200L - POLYMER SECT 10 PRESS - 6520,20200624,1347 - 131624464 - 06/24/2020 - 5219,501,632,6400,501 - WASTEWATER,632 - SANITATION,6400 - WASTEWATER,2649,2020
EX,"GULF COAST INNOVATIONS, LLC","$15,225.00 ",7350,LABOR FIRST HALF: CIP-SEC 18 WWTP ELEC CNTLS UPGRADE 18-E-008 - 7350,20200624,21002 - 2074 - 06/24/2020 - 10520,501,700,6406,501 - WASTEWATER,700 - CAPITAL OUTLAY,6406 - SECT18 TRTMNT PLNT IMPRV,2650,2020
EX,TRI-R CONSTRUCTION ,"$6,500.00 ",3837,DEMO ABATEMENT 1765 DORADO DR. - 3837,20200625,6536 - 7038 - 06/25/2020 - 1477,101,619,3030,101 - GENERAL ,619 - GEN GOVT,3030 - CODE ENFORCEMENT,2651,2020
EX,MCCORMICK CONSTRUCTION CO,"$15,991.45 ",4362,MOHAVE DR LUM SUM FINAL BILLING - 4362,20200625,1307 - AC 14641 - 06/25/2020 - 2478,201,631,6100,201 - STREETS (HURF),631 - TRANSPORTATION,6100 - STREET OPERATIONS,2652,2020
EX,MCCORMICK CONSTRUCTION CO,"$18,517.75 ",7345,FINAL INVOICE SR 95 & CORWIN TRAFFIC SIGNAL 15-E-009 - 7345,20200625,1307 - NO.6 15-E-009 - 06/25/2020 - 4568,313,700,6106,313 - TRANSPORTATION,700 - CAPITAL OUTLAY,6106 - TRAFFIC SIGNAL IMPROVEMNT,2653,2020
RV,NOT APPLICABLE,"$5,260.00 ",447.13,PARKING FEES - 447.1300,20200626,2020-00008575 - 5840977,101,0,0,101 - GENERAL ,000 - GEN,0000 - GEN,2654,2020
RV,NOT APPLICABLE,"$10,000.00 ",447.12,PWC SAFETY PROGRAM - 447.1200,20200626,2020-00008386 - 5834938,101,0,0,101 - GENERAL ,000 - GEN,0000 - GEN,2655,2020
RV,NOT APPLICABLE,"$10,000.00 ",447.12,PWC SAFETY PROGRAM - 447.1200,20200626,2020-00008394 - 5835283,101,0,0,101 - GENERAL ,000 - GEN,0000 - GEN,2656,2020
EX,U S BANK,"$14,804.93 ",4110,US BANK P CARD MEC I 2020.07.06 - 4110,20200626,4141 - 2020-00002405 - 06/26/2020 - 1564,101,619,3570,101 - GENERAL ,619 - GEN GOVT,3570 - FACILITIES MANAGEMENT,2657,2020
EX,U S BANK,"$20,736.37 ",4110,US BANK P CARD MEC I 2020.07.06 - 4110,20200626,4141 - 2020-00002405 - 06/26/2020 - 2064,101,650,3550,101 - GENERAL ,650 - PARKS & REC,3550 - PARKS MAINTENANCE,2658,2020
EX,U S BANK,"$35,298.38 ",4110,US BANK P CARD MEC I 2020.07.06 - 4110,20200626,4141 - 2020-00002405 - 06/26/2020 - 5255,501,632,6400,501 - WASTEWATER,632 - SANITATION,6400 - WASTEWATER,2659,2020
RV,NOT APPLICABLE,"$15,840.00 ",447.13,PARKING FEES - 447.1300,20200627,2020-00008575 - 5840980,101,0,0,101 - GENERAL ,000 - GEN,0000 - GEN,2660,2020
PY,NOT APPLICABLE,"$6,075.90 ",1105,REGULAR FULL-TIME WAGES - 1105,20200627,2020-00008565 - 5840254,101,611,1500,101 - GENERAL ,611 - LEGISLATIVE,1500 - CITY CLERK,2661,2020
PY,NOT APPLICABLE,"$7,061.30 ",1510,HEALTH INSURANCE - 1510,20200627,2020-00008565 - 5840275,101,612,4500,101 - GENERAL ,612 - JUDICIAL,4500 - MUNICIPAL COURT,2662,2020
PY,NOT APPLICABLE,"$23,124.40 ",1105,REGULAR FULL-TIME WAGES - 1105,20200627,2020-00008565 - 5840838,101,612,4500,101 - GENERAL ,612 - JUDICIAL,4500 - MUNICIPAL COURT,2663,2020
PY,NOT APPLICABLE,"$6,126.79 ",1105,REGULAR FULL-TIME WAGES - 1105,20200627,2020-00008565 - 5840796,101,613,2000,101 - GENERAL ,613 - EXECUTIVE,2000 - CITY MANAGER,2664,2020
PY,NOT APPLICABLE,"$17,234.13 ",1105,REGULAR FULL-TIME WAGES - 1105,20200627,2020-00008565 - 5840757,101,615,2500,101 - GENERAL ,615 - FIN ADMIN,2500 - BUDGET AND ACCOUNTING,2665,2020
PY,NOT APPLICABLE,"$5,995.75 ",1510,HEALTH INSURANCE - 1510,20200627,2020-00008565 - 5840234,101,616,4000,101 - GENERAL ,616 - LAW,4000 - LEGAL SERVICES,2666,2020
PY,NOT APPLICABLE,"$28,806.74 ",1105,REGULAR FULL-TIME WAGES - 1105,20200627,2020-00008565 - 5840706,101,616,4000,101 - GENERAL ,616 - LAW,4000 - LEGAL SERVICES,2667,2020
PY,NOT APPLICABLE,"$11,351.19 ",1105,REGULAR FULL-TIME WAGES - 1105,20200627,2020-00008565 - 5840432,101,619,2050,101 - GENERAL ,619 - GEN GOVT,2050 - TECH SERVICES,2668,2020
PY,NOT APPLICABLE,"$12,908.27 ",1105,REGULAR FULL-TIME WAGES - 1105,20200627,2020-00008565 - 5840513,101,619,3020,101 - GENERAL ,619 - GEN GOVT,3020 - BUILDING SAFETY,2669,2020
PY,NOT APPLICABLE,"$7,383.54 ",1105,REGULAR FULL-TIME WAGES - 1105,20200627,2020-00008565 - 5840215,101,619,3030,101 - GENERAL ,619 - GEN GOVT,3030 - CODE ENFORCEMENT,2670,2020
PY,NOT APPLICABLE,"$6,327.74 ",1105,REGULAR FULL-TIME WAGES - 1105,20200627,2020-00008565 - 5840627,101,619,3570,101 - GENERAL ,619 - GEN GOVT,3570 - FACILITIES MANAGEMENT,2671,2020
PY,NOT APPLICABLE,"$5,312.07 ",1105,REGULAR FULL-TIME WAGES - 1105,20200627,2020-00008565 - 5840842,101,619,3601,101 - GENERAL ,619 - GEN GOVT,3601 - HUMAN SERVICES,2672,2020
PY,NOT APPLICABLE,"$18,934.19 ",1105,REGULAR FULL-TIME WAGES - 1105,20200627,2020-00008565 - 5840705,101,621,5000,101 - GENERAL ,621 - PUBLIC SAFETY,5000 - ADMINISTRATION,2673,2020
PY,NOT APPLICABLE,"$30,542.77 ",1510,HEALTH INSURANCE - 1510,20200627,2020-00008565 - 5840162,101,621,5010,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - PATROL,2674,2020
PY,NOT APPLICABLE,"$9,346.17 ",1140,OVERTIME WAGES - 1140,20200627,2020-00008565 - 5840554,101,621,5010,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - PATROL,2675,2020
PY,NOT APPLICABLE,"$5,436.82 ",1535,PUBLIC SAFETY RETIREMENT - 1535,20200627,2020-00008565 - 5840425,101,621,5010,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - PATROL,2676,2020
PY,NOT APPLICABLE,"$73,470.72 ",1535,PUBLIC SAFETY RETIREMENT - 1535,20200627,2020-00008565 - 5840824,101,621,5010,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - PATROL,2677,2020
PY,NOT APPLICABLE,"$137,305.70 ",1105,REGULAR FULL-TIME WAGES - 1105,20200627,2020-00008565 - 5840570,101,621,5010,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - PATROL,2678,2020
PY,NOT APPLICABLE,"$5,216.29 ",1560,WORKERS COMPENSATION - 1560,20200627,2020-00008565 - 5840389,101,621,5010,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - PATROL,2679,2020
PY,NOT APPLICABLE,"$8,908.10 ",1510,HEALTH INSURANCE - 1510,20200627,2020-00008565 - 5840585,101,621,5020,101 - GENERAL ,621 - PUBLIC SAFETY,5020 - CID,2680,2020
PY,NOT APPLICABLE,"$18,791.57 ",1535,PUBLIC SAFETY RETIREMENT - 1535,20200627,2020-00008565 - 5840678,101,621,5020,101 - GENERAL ,621 - PUBLIC SAFETY,5020 - CID,2681,2020
PY,NOT APPLICABLE,"$44,890.36 ",1105,REGULAR FULL-TIME WAGES - 1105,20200627,2020-00008565 - 5840163,101,621,5020,101 - GENERAL ,621 - PUBLIC SAFETY,5020 - CID,2682,2020
PY,NOT APPLICABLE,"$9,745.99 ",1105,REGULAR FULL-TIME WAGES - 1105,20200627,2020-00008565 - 5840540,101,621,5030,101 - GENERAL ,621 - PUBLIC SAFETY,5030 - SUPPORT SERVICES,2683,2020
PY,NOT APPLICABLE,"$5,784.02 ",1510,HEALTH INSURANCE - 1510,20200627,2020-00008565 - 5840609,101,621,5040,101 - GENERAL ,621 - PUBLIC SAFETY,5040 - EMERGENCY SERVICES,2684,2020
PY,NOT APPLICABLE,"$8,049.46 ",1140,OVERTIME WAGES - 1140,20200627,2020-00008565 - 5840647,101,621,5040,101 - GENERAL ,621 - PUBLIC SAFETY,5040 - EMERGENCY SERVICES,2685,2020
PY,NOT APPLICABLE,"$25,039.67 ",1105,REGULAR FULL-TIME WAGES - 1105,20200627,2020-00008565 - 5840762,101,621,5040,101 - GENERAL ,621 - PUBLIC SAFETY,5040 - EMERGENCY SERVICES,2686,2020
PY,NOT APPLICABLE,"$6,999.42 ",1105,REGULAR FULL-TIME WAGES - 1105,20200627,2020-00008565 - 5840645,101,641,5050,101 - GENERAL ,641 - HEALTH AND WELFARE,5050 - ANIMAL CARE AND WELFARE,2687,2020
PY,NOT APPLICABLE,"$6,411.60 ",1120,OTHER WAGES - 1120,20200627,2020-00008565 - 5840545,101,650,3505,101 - GENERAL ,650 - PARKS & REC,3505 - RECREATION SERVICES,2688,2020
PY,NOT APPLICABLE,"$9,317.24 ",1120,OTHER WAGES - 1120,20200627,2020-00008565 - 5840549,101,650,3505,101 - GENERAL ,650 - PARKS & REC,3505 - RECREATION SERVICES,2689,2020
PY,NOT APPLICABLE,"$7,647.95 ",1105,REGULAR FULL-TIME WAGES - 1105,20200627,2020-00008565 - 5840616,101,650,3505,101 - GENERAL ,650 - PARKS & REC,3505 - RECREATION SERVICES,2690,2020
PY,NOT APPLICABLE,"$8,541.57 ",1510,HEALTH INSURANCE - 1510,20200627,2020-00008565 - 5840836,101,650,3550,101 - GENERAL ,650 - PARKS & REC,3550 - PARKS MAINTENANCE,2691,2020
PY,NOT APPLICABLE,"$26,235.97 ",1105,REGULAR FULL-TIME WAGES - 1105,20200627,2020-00008565 - 5840543,101,650,3550,101 - GENERAL ,650 - PARKS & REC,3550 - PARKS MAINTENANCE,2692,2020
PY,NOT APPLICABLE,"$10,874.88 ",1510,HEALTH INSURANCE - 1510,20200627,2020-00008565 - 5840810,201,631,6100,201 - STREETS (HURF),631 - TRANSPORTATION,6100 - STREET OPERATIONS,2693,2020
PY,NOT APPLICABLE,"$31,675.64 ",1105,REGULAR FULL-TIME WAGES - 1105,20200627,2020-00008565 - 5840536,201,631,6100,201 - STREETS (HURF),631 - TRANSPORTATION,6100 - STREET OPERATIONS,2694,2020
PY,NOT APPLICABLE,"$7,330.66 ",1105,REGULAR FULL-TIME WAGES - 1105,20200627,2020-00008565 - 5840306,211,619,3586,211 - TRANSIT,619 - GEN GOVT,3586 - TRANSIT ADOT,2695,2020
PY,NOT APPLICABLE,"$10,959.67 ",1105,REGULAR FULL-TIME WAGES - 1105,20200627,2020-00008565 - 5840813,501,615,2510,501 - WASTEWATER,615 - FIN ADMIN,2510 - BILLING AND COLLECTION,2696,2020
PY,NOT APPLICABLE,"$11,134.77 ",1510,HEALTH INSURANCE - 1510,20200627,2020-00008565 - 5840193,501,632,6400,501 - WASTEWATER,632 - SANITATION,6400 - WASTEWATER,2697,2020
PY,NOT APPLICABLE,"$32,791.16 ",1105,REGULAR FULL-TIME WAGES - 1105,20200627,2020-00008565 - 5840152,501,632,6400,501 - WASTEWATER,632 - SANITATION,6400 - WASTEWATER,2698,2020
PY,NOT APPLICABLE,"$8,184.50 ",1105,REGULAR FULL-TIME WAGES - 1105,20200627,2020-00008565 - 5840577,601,660,6200,601 - FLEET SERVICES,660 - PUBLIC WORKS,6200 - FLEET SERVICES,2699,2020
RV,NOT APPLICABLE,"$14,699.65 ",440.4,INTERNAL SERVICE CHARGE - 440.4000,20200627,2020-00008565 - 5840555,604,0,0,604 - RISK MANAGEMENT,000 - GEN,0000 - GEN,2700,2020
RV,NOT APPLICABLE,"$153,946.28 ",440.4,INTERNAL SERVICE CHARGE - 440.4000,20200627,2020-00008565 - 5840635,610,0,0,610 - NORTHWEST AZ EMP BENEFIT TRUST,000 - GEN,0000 - GEN,2701,2020
