Account Number,Fund Number,Fund Name,Fund Group,Department,Division,Account Description,Sub Account Description,Element Description,Object Description,Year,Amount
018-0000-391.10-00,18,TOURISM FUND,SPECIAL REVENUE FUNDS,,,OTHER FINANCING SOURCES,INTERFUND TRANSFERS,FROM GENERAL,,2019,$0
018-0000-395.30-00,18,TOURISM FUND,SPECIAL REVENUE FUNDS,,,OTHER FINANCING SOURCES,MISCELLANEOUS REVENUES,OTHER,,2019,$0
023-0000-331.30-00,23,ABANDONED PROP ROUND 2,SPECIAL REVENUE FUNDS,,,INTERGOVERNMENTAL REVENUE,FEDERAL GRANT,IHDA GRANT,,2019,"$40,000"
024-0000-331.30-00,24,ABANDONED PROP ROUND 3,SPECIAL REVENUE FUNDS,,,INTERGOVERNMENTAL REVENUE,FEDERAL GRANT,IHDA GRANT,,2019,"$40,000"
025-0000-300.00-00,25,NSP2 GRANT,SPECIAL REVENUE FUNDS,,,EXCESS RESERVES,TRANSFER FROM RESERVES,,,2019,$0
025-0000-331.60-00,25,NSP2 GRANT,SPECIAL REVENUE FUNDS,,,INTERGOVERNMENTAL REVENUE,FEDERAL GRANT,HOUSING REHAB GRANT,,2019,$0
025-0000-361.20-00,25,NSP2 GRANT,SPECIAL REVENUE FUNDS,,,USE OF MONEY/PROPERTY,INTEREST REVENUES,ILLINOIS FUNDS INTEREST,,2019,$0
025-0000-363.20-10,25,NSP2 GRANT,SPECIAL REVENUE FUNDS,,,USE OF MONEY/PROPERTY,RENTALS & LEASES,BUILDING RENTAL,WASHINGTON SQUARE APT,2019,$0
025-0000-392.20-00,25,NSP2 GRANT,SPECIAL REVENUE FUNDS,,,OTHER FINANCING SOURCES,SALE OF CITY PROPERTY,SALE OF SURPLUS PROPERTY,,2019,$0
025-0000-395.20-00,25,NSP2 GRANT,SPECIAL REVENUE FUNDS,,,OTHER FINANCING SOURCES,MISCELLANEOUS REVENUES,DAMAGE TO CITY PROPERTY,,2019,$0
025-0000-395.30-00,25,NSP2 GRANT,SPECIAL REVENUE FUNDS,,,OTHER FINANCING SOURCES,MISCELLANEOUS REVENUES,OTHER,,2019,$0
026-0000-331.90-00,26,AG GRANT,SPECIAL REVENUE FUNDS,,,INTERGOVERNMENTAL REVENUE,FEDERAL GRANT,OTHER,,2019,$0
026-0000-395.30-00,26,AG GRANT,SPECIAL REVENUE FUNDS,,,OTHER FINANCING SOURCES,MISCELLANEOUS REVENUES,OTHER,,2019,$0
027-0000-331.30-00,27,BLIGHT REDUCTION PROGRAM,SPECIAL REVENUE FUNDS,,,INTERGOVERNMENTAL REVENUE,FEDERAL GRANT,IHDA GRANT,,2019,$0
028-0000-331.30-00,28,HOME ACCESSIBILITY PROG,SPECIAL REVENUE FUNDS,,,INTERGOVERNMENTAL REVENUE,FEDERAL GRANT,IHDA GRANT,,2019,"$94,435"
028-0000-334.90-00,28,HOME ACCESSIBILITY PROG,SPECIAL REVENUE FUNDS,,,INTERGOVERNMENTAL REVENUE,INTERGOVERNMENTAL REVENUE,OTHER FED/STATE GRANTS,,2019,$0
029-0000-331.30-00,29,SINGLE FAMILY REHAB,SPECIAL REVENUE FUNDS,,,INTERGOVERNMENTAL REVENUE,FEDERAL GRANT,IHDA GRANT,,2019,"$60,335"
029-0000-334.90-00,29,SINGLE FAMILY REHAB,SPECIAL REVENUE FUNDS,,,INTERGOVERNMENTAL REVENUE,INTERGOVERNMENTAL REVENUE,OTHER FED/STATE GRANTS,,2019,$0
110-0000-300.00-00,110,LIBRARY FUND,SPECIAL REVENUE FUNDS,,,EXCESS RESERVES,TRANSFER FROM RESERVES,,,2019,"$150,000"
110-0000-311.10-00,110,LIBRARY FUND,SPECIAL REVENUE FUNDS,,,TAXES,PROPERTY TAXES,PROPERTY TAXES,,2019,"$2,773,765"
110-0000-335.60-00,110,LIBRARY FUND,SPECIAL REVENUE FUNDS,,,INTERGOVERNMENTAL REVENUE,LIBRARY GRANTS,PER CAPITA GRANT,,2019,"$54,000"
110-0000-336.60-20,110,LIBRARY FUND,SPECIAL REVENUE FUNDS,,,INTERGOVERNMENTAL REVENUE,STATE SHARED REVENUES,INCOME TAXES,REPLACEMENT TAX,2019,"$36,770"
110-0000-341.10-03,110,LIBRARY FUND,SPECIAL REVENUE FUNDS,,,CHARGES FOR SERVICES,GENERAL GOVERNMENT,FEES FOR COPIES,PHOTOCOPIES,2019,"$8,000"
110-0000-341.90-00,110,LIBRARY FUND,SPECIAL REVENUE FUNDS,,,CHARGES FOR SERVICES,GENERAL GOVERNMENT,RENTAL BOOK COLLECTION,,2019,$0
110-0000-347.10-00,110,LIBRARY FUND,SPECIAL REVENUE FUNDS,,,CHARGES FOR SERVICES,CULTURE,NON-RESIDENT FEES,,2019,$310
110-0000-347.30-00,110,LIBRARY FUND,SPECIAL REVENUE FUNDS,,,CHARGES FOR SERVICES,CULTURE,VIDEO RENTAL - MPL,,2019,"$13,000"
110-0000-347.40-00,110,LIBRARY FUND,SPECIAL REVENUE FUNDS,,,CHARGES FOR SERVICES,CULTURE,MEETING ROOM RENTAL,,2019,"$8,000"
110-0000-347.50-00,110,LIBRARY FUND,SPECIAL REVENUE FUNDS,,,CHARGES FOR SERVICES,CULTURE,INTERNET GUEST PASS,,2019,"$1,300"
110-0000-347.60-00,110,LIBRARY FUND,SPECIAL REVENUE FUNDS,,,CHARGES FOR SERVICES,CULTURE,PASSPORT SERVICE FEES,,2019,"$40,000"
110-0000-347.70-00,110,LIBRARY FUND,SPECIAL REVENUE FUNDS,,,CHARGES FOR SERVICES,CULTURE,NOTARY SERVICE,,2019,$500
110-0000-353.30-00,110,LIBRARY FUND,SPECIAL REVENUE FUNDS,,,FINES AND FORFEITURES,PENALTIES,LATE/OVERDUE PENALTIES,,2019,"$38,000"
110-0000-361.10-00,110,LIBRARY FUND,SPECIAL REVENUE FUNDS,,,USE OF MONEY/PROPERTY,INTEREST REVENUES,BANK INTEREST,,2019,$0
110-0000-361.20-00,110,LIBRARY FUND,SPECIAL REVENUE FUNDS,,,USE OF MONEY/PROPERTY,INTEREST REVENUES,ILLINOIS FUNDS INTEREST,,2019,$0
110-0000-361.50-00,110,LIBRARY FUND,SPECIAL REVENUE FUNDS,,,USE OF MONEY/PROPERTY,INTEREST REVENUES,CERTIFICATE OF DEPOSIT,,2019,$0
110-0000-365.20-00,110,LIBRARY FUND,SPECIAL REVENUE FUNDS,,,USE OF MONEY/PROPERTY,CONTRIBUTIONS/DONATIONS,GIFTS,,2019,$0
110-0000-391.10-00,110,LIBRARY FUND,SPECIAL REVENUE FUNDS,,,OTHER FINANCING SOURCES,INTERFUND TRANSFERS,FROM GENERAL,,2019,"$178,705"
110-0000-391.43-00,110,LIBRARY FUND,SPECIAL REVENUE FUNDS,,,OTHER FINANCING SOURCES,INTERFUND TRANSFERS,FROM LIBRARY TRUST,,2019,$0
110-0000-391.51-00,110,LIBRARY FUND,SPECIAL REVENUE FUNDS,,,OTHER FINANCING SOURCES,INTERFUND TRANSFERS,FROM CAPITAL IMPROVEMENTS,,2019,"$571,065"
110-0000-392.20-00,110,LIBRARY FUND,SPECIAL REVENUE FUNDS,,,OTHER FINANCING SOURCES,SALE OF CITY PROPERTY,SALE OF SURPLUS PROPERTY,,2019,$0
110-0000-392.50-00,110,LIBRARY FUND,SPECIAL REVENUE FUNDS,,,OTHER FINANCING SOURCES,SALE OF CITY PROPERTY,COPPER CAFE,,2019,"$6,440"
110-0000-395.30-00,110,LIBRARY FUND,SPECIAL REVENUE FUNDS,,,OTHER FINANCING SOURCES,MISCELLANEOUS REVENUES,OTHER,,2019,"$6,000"
110-0000-395.40-00,110,LIBRARY FUND,SPECIAL REVENUE FUNDS,,,OTHER FINANCING SOURCES,MISCELLANEOUS REVENUES,OVER - SHORT,,2019,$0
120-0000-300.00-00,120,PARK FUND,SPECIAL REVENUE FUNDS,,,EXCESS RESERVES,TRANSFER FROM RESERVES,,,2019,"$17,650"
120-0000-311.10-00,120,PARK FUND,SPECIAL REVENUE FUNDS,,,TAXES,PROPERTY TAXES,PROPERTY TAXES,,2019,"$2,828,365"
120-0000-334.75-00,120,PARK FUND,SPECIAL REVENUE FUNDS,,,INTERGOVERNMENTAL REVENUE,INTERGOVERNMENTAL REVENUE,IDOT REIMBURSEMENT,,2019,"$15,000"
120-0000-334.90-00,120,PARK FUND,SPECIAL REVENUE FUNDS,,,INTERGOVERNMENTAL REVENUE,INTERGOVERNMENTAL REVENUE,OTHER FED/STATE GRANTS,,2019,$0
120-0000-336.60-20,120,PARK FUND,SPECIAL REVENUE FUNDS,,,INTERGOVERNMENTAL REVENUE,STATE SHARED REVENUES,INCOME TAXES,REPLACEMENT TAX,2019,"$188,765"
120-0000-346.10-00,120,PARK FUND,SPECIAL REVENUE FUNDS,,,CHARGES FOR SERVICES,CEMETERY,AT NEED SALES,,2019,"$45,135"
120-0000-346.20-00,120,PARK FUND,SPECIAL REVENUE FUNDS,,,CHARGES FOR SERVICES,CEMETERY,BURIALS,,2019,"$106,030"
120-0000-346.30-00,120,PARK FUND,SPECIAL REVENUE FUNDS,,,CHARGES FOR SERVICES,CEMETERY,FOUNDATIONS,,2019,"$15,075"
120-0000-346.40-00,120,PARK FUND,SPECIAL REVENUE FUNDS,,,CHARGES FOR SERVICES,CEMETERY,MARKER SALES,,2019,"$21,040"
120-0000-346.50-00,120,PARK FUND,SPECIAL REVENUE FUNDS,,,CHARGES FOR SERVICES,CEMETERY,GRAVE DECORATIONS,,2019,"$19,210"
120-0000-346.60-00,120,PARK FUND,SPECIAL REVENUE FUNDS,,,CHARGES FOR SERVICES,CEMETERY,PRE-NEED SALES,,2019,"$40,545"
120-0000-346.70-00,120,PARK FUND,SPECIAL REVENUE FUNDS,,,CHARGES FOR SERVICES,CEMETERY,OTHER FEES,,2019,"$4,000"
120-0000-348.10-05,120,PARK FUND,SPECIAL REVENUE FUNDS,,,CHARGES FOR SERVICES,RECREATION,OTHER PROGRAMS,TENNIS,2019,$0
120-0000-348.10-10,120,PARK FUND,SPECIAL REVENUE FUNDS,,,CHARGES FOR SERVICES,RECREATION,OTHER PROGRAMS,GREENVALLEY SPORTS,2019,"$56,005"
120-0000-348.10-15,120,PARK FUND,SPECIAL REVENUE FUNDS,,,CHARGES FOR SERVICES,RECREATION,OTHER PROGRAMS,ADULT SPORTS,2019,"$18,140"
120-0000-348.10-20,120,PARK FUND,SPECIAL REVENUE FUNDS,,,CHARGES FOR SERVICES,RECREATION,OTHER PROGRAMS,YOUTH SPORTS,2019,"$24,310"
120-0000-348.10-25,120,PARK FUND,SPECIAL REVENUE FUNDS,,,CHARGES FOR SERVICES,RECREATION,OTHER PROGRAMS,SPECIAL EVENTS,2019,"$4,060"
120-0000-348.10-30,120,PARK FUND,SPECIAL REVENUE FUNDS,,,CHARGES FOR SERVICES,RECREATION,OTHER PROGRAMS,SPECIALTY CLASSES,2019,"$13,675"
120-0000-348.10-35,120,PARK FUND,SPECIAL REVENUE FUNDS,,,CHARGES FOR SERVICES,RECREATION,OTHER PROGRAMS,THE CELLAR,2019,"$12,900"
120-0000-348.10-60,120,PARK FUND,SPECIAL REVENUE FUNDS,,,CHARGES FOR SERVICES,RECREATION,OTHER PROGRAMS,NATIONAL TOURNAMENTS,2019,$0
120-0000-348.10-65,120,PARK FUND,SPECIAL REVENUE FUNDS,,,CHARGES FOR SERVICES,RECREATION,OTHER PROGRAMS,STATE SOFTBALL TOURNAMENT,2019,$0
120-0000-348.60-02,120,PARK FUND,SPECIAL REVENUE FUNDS,,,CHARGES FOR SERVICES,RECREATION,POOL,LESSONS,2019,"$10,720"
120-0000-348.60-03,120,PARK FUND,SPECIAL REVENUE FUNDS,,,CHARGES FOR SERVICES,RECREATION,POOL,PASSES/COUPONS,2019,"$1,675"
120-0000-348.60-04,120,PARK FUND,SPECIAL REVENUE FUNDS,,,CHARGES FOR SERVICES,RECREATION,POOL,RENTAL,2019,"$4,220"
120-0000-348.60-05,120,PARK FUND,SPECIAL REVENUE FUNDS,,,CHARGES FOR SERVICES,RECREATION,POOL,POOL CONCESSIONS,2019,"$16,000"
120-0000-348.60-06,120,PARK FUND,SPECIAL REVENUE FUNDS,,,CHARGES FOR SERVICES,RECREATION,POOL,ADMISSIONS,2019,"$50,850"
120-0000-348.60-08,120,PARK FUND,SPECIAL REVENUE FUNDS,,,CHARGES FOR SERVICES,RECREATION,POOL,OTHER,2019,"$1,200"
120-0000-361.10-00,120,PARK FUND,SPECIAL REVENUE FUNDS,,,USE OF MONEY/PROPERTY,INTEREST REVENUES,BANK INTEREST,,2019,$0
120-0000-361.20-00,120,PARK FUND,SPECIAL REVENUE FUNDS,,,USE OF MONEY/PROPERTY,INTEREST REVENUES,ILLINOIS FUNDS INTEREST,,2019,"$1,500"
120-0000-361.21-00,120,PARK FUND,SPECIAL REVENUE FUNDS,,,USE OF MONEY/PROPERTY,INTEREST REVENUES,IMET INTEREST,,2019,$0
120-0000-361.50-00,120,PARK FUND,SPECIAL REVENUE FUNDS,,,USE OF MONEY/PROPERTY,INTEREST REVENUES,CERTIFICATE OF DEPOSIT,,2019,$0
120-0000-363.10-00,120,PARK FUND,SPECIAL REVENUE FUNDS,,,USE OF MONEY/PROPERTY,RENTALS & LEASES,LAND RENTAL,,2019,"$1,380"
120-0000-363.15-00,120,PARK FUND,SPECIAL REVENUE FUNDS,,,USE OF MONEY/PROPERTY,RENTALS & LEASES,FACILITY RENTAL,,2019,"$36,990"
120-0000-363.15-10,120,PARK FUND,SPECIAL REVENUE FUNDS,,,USE OF MONEY/PROPERTY,RENTALS & LEASES,FACILITY RENTAL,GREENVALLEY RENTALS,2019,"$33,760"
120-0000-363.30-00,120,PARK FUND,SPECIAL REVENUE FUNDS,,,USE OF MONEY/PROPERTY,RENTALS & LEASES,MARINA RENTAL,,2019,"$7,500"
120-0000-363.40-00,120,PARK FUND,SPECIAL REVENUE FUNDS,,,USE OF MONEY/PROPERTY,RENTALS & LEASES,CAPTAIN'S TABLE,,2019,$0
120-0000-364.10-00,120,PARK FUND,SPECIAL REVENUE FUNDS,,,USE OF MONEY/PROPERTY,CONCESSION/COMMISSIONS,GREENVALLEY CONCESSIONS,,2019,"$172,000"
120-0000-365.36-00,120,PARK FUND,SPECIAL REVENUE FUNDS,,,USE OF MONEY/PROPERTY,CONTRIBUTIONS/DONATIONS,OTHER GIFTS,,2019,$0
120-0000-365.37-00,120,PARK FUND,SPECIAL REVENUE FUNDS,,,USE OF MONEY/PROPERTY,CONTRIBUTIONS/DONATIONS,MEMORIAL GIFT PROGRAM,,2019,"$6,000"
120-0000-365.72-00,120,PARK FUND,SPECIAL REVENUE FUNDS,,,USE OF MONEY/PROPERTY,CONTRIBUTIONS/DONATIONS,SPONSORSHIPS,,2019,"$2,050"
120-0000-391.10-00,120,PARK FUND,SPECIAL REVENUE FUNDS,,,OTHER FINANCING SOURCES,INTERFUND TRANSFERS,FROM GENERAL,,2019,$0
120-0000-391.14-00,120,PARK FUND,SPECIAL REVENUE FUNDS,,,OTHER FINANCING SOURCES,INTERFUND TRANSFERS,FROM PARK GIFT FUND,,2019,$0
120-0000-391.15-00,120,PARK FUND,SPECIAL REVENUE FUNDS,,,OTHER FINANCING SOURCES,INTERFUND TRANSFERS,FROM TOURISM FUND,,2019,"$25,000"
120-0000-391.42-00,120,PARK FUND,SPECIAL REVENUE FUNDS,,,OTHER FINANCING SOURCES,INTERFUND TRANSFERS,FROM PERPETUAL CARE,,2019,"$2,500"
120-0000-391.51-00,120,PARK FUND,SPECIAL REVENUE FUNDS,,,OTHER FINANCING SOURCES,INTERFUND TRANSFERS,FROM CAPITAL IMPROVEMENTS,,2019,"$173,910"
120-0000-392.20-00,120,PARK FUND,SPECIAL REVENUE FUNDS,,,OTHER FINANCING SOURCES,SALE OF CITY PROPERTY,SALE OF SURPLUS PROPERTY,,2019,$0
120-0000-395.20-00,120,PARK FUND,SPECIAL REVENUE FUNDS,,,OTHER FINANCING SOURCES,MISCELLANEOUS REVENUES,DAMAGE TO CITY PROPERTY,,2019,$0
120-0000-395.30-00,120,PARK FUND,SPECIAL REVENUE FUNDS,,,OTHER FINANCING SOURCES,MISCELLANEOUS REVENUES,OTHER,,2019,$0
120-0000-395.40-00,120,PARK FUND,SPECIAL REVENUE FUNDS,,,OTHER FINANCING SOURCES,MISCELLANEOUS REVENUES,OVER - SHORT,,2019,$0
220-0000-300.00-00,220,MOTOR FUEL TAX FUND,SPECIAL REVENUE FUNDS,,,EXCESS RESERVES,TRANSFER FROM RESERVES,,,2019,"$847,720"
220-0000-334.90-00,220,MOTOR FUEL TAX FUND,SPECIAL REVENUE FUNDS,,,INTERGOVERNMENTAL REVENUE,INTERGOVERNMENTAL REVENUE,OTHER FED/STATE GRANTS,,2019,$0
220-0000-336.10-00,220,MOTOR FUEL TAX FUND,SPECIAL REVENUE FUNDS,,,INTERGOVERNMENTAL REVENUE,STATE SHARED REVENUES,MOTOR FUEL TAX,,2019,"$1,097,945"
220-0000-336.20-00,220,MOTOR FUEL TAX FUND,SPECIAL REVENUE FUNDS,,,INTERGOVERNMENTAL REVENUE,STATE SHARED REVENUES,MFT FAUS,,2019,$0
220-0000-361.10-00,220,MOTOR FUEL TAX FUND,SPECIAL REVENUE FUNDS,,,USE OF MONEY/PROPERTY,INTEREST REVENUES,BANK INTEREST,,2019,$0
220-0000-361.20-00,220,MOTOR FUEL TAX FUND,SPECIAL REVENUE FUNDS,,,USE OF MONEY/PROPERTY,INTEREST REVENUES,ILLINOIS FUNDS INTEREST,,2019,$0
220-0000-395.30-00,220,MOTOR FUEL TAX FUND,SPECIAL REVENUE FUNDS,,,OTHER FINANCING SOURCES,MISCELLANEOUS REVENUES,OTHER,,2019,$0
230-0000-300.00-00,230,COMM DEV BLOCK GRANT,SPECIAL REVENUE FUNDS,,,EXCESS RESERVES,TRANSFER FROM RESERVES,,,2019,"$8,465"
230-0000-331.10-00,230,COMM DEV BLOCK GRANT,SPECIAL REVENUE FUNDS,,,INTERGOVERNMENTAL REVENUE,FEDERAL GRANT,COMM DEV BLOCK GRANT,,2019,"$932,110"
230-0000-392.30-00,230,COMM DEV BLOCK GRANT,SPECIAL REVENUE FUNDS,,,OTHER FINANCING SOURCES,SALE OF CITY PROPERTY,SALE OF CITY LAND/BLDGS,,2019,$0
230-0000-395.30-00,230,COMM DEV BLOCK GRANT,SPECIAL REVENUE FUNDS,,,OTHER FINANCING SOURCES,MISCELLANEOUS REVENUES,OTHER,,2019,$0
231-0000-300.00-00,231,REVOLVING LOAN PROGRAM,SPECIAL REVENUE FUNDS,,,EXCESS RESERVES,TRANSFER FROM RESERVES,,,2019,"$123,890"
231-0000-361.20-00,231,REVOLVING LOAN PROGRAM,SPECIAL REVENUE FUNDS,,,USE OF MONEY/PROPERTY,INTEREST REVENUES,ILLINOIS FUNDS INTEREST,,2019,$0
231-0000-361.51-00,231,REVOLVING LOAN PROGRAM,SPECIAL REVENUE FUNDS,,,USE OF MONEY/PROPERTY,INTEREST REVENUES,INTEREST ON LOANS,,2019,"$6,115"
231-0000-371.10-00,231,REVOLVING LOAN PROGRAM,SPECIAL REVENUE FUNDS,,,LOAN PAYMENTS,LOAN REPAYMENT OF PRINCIP,REPAY ON LOANS,,2019,"$23,955"
234-0000-300.00-00,234,TIF #1 DOWNTOWN,SPECIAL REVENUE FUNDS,,,EXCESS RESERVES,TRANSFER FROM RESERVES,,,2019,"$477,400"
234-0000-311.10-00,234,TIF #1 DOWNTOWN,SPECIAL REVENUE FUNDS,,,TAXES,PROPERTY TAXES,PROPERTY TAXES,,2019,"$2,696,690"
234-0000-334.90-00,234,TIF #1 DOWNTOWN,SPECIAL REVENUE FUNDS,,,INTERGOVERNMENTAL REVENUE,INTERGOVERNMENTAL REVENUE,OTHER FED/STATE GRANTS,,2019,$330
234-0000-361.10-00,234,TIF #1 DOWNTOWN,SPECIAL REVENUE FUNDS,,,USE OF MONEY/PROPERTY,INTEREST REVENUES,BANK INTEREST,,2019,$0
234-0000-361.30-01,234,TIF #1 DOWNTOWN,SPECIAL REVENUE FUNDS,,,USE OF MONEY/PROPERTY,INTEREST REVENUES,INTEREST ON TAXES,INTEREST - PROPERTY TAX,2019,$0
234-0000-363.10-00,234,TIF #1 DOWNTOWN,SPECIAL REVENUE FUNDS,,,USE OF MONEY/PROPERTY,RENTALS & LEASES,LAND RENTAL,,2019,"$70,500"
234-0000-391.03-00,234,TIF #1 DOWNTOWN,SPECIAL REVENUE FUNDS,,,OTHER FINANCING SOURCES,INTERFUND TRANSFERS,TRANSFER FROM TIF #5,,2019,"$57,035"
234-0000-391.05-00,234,TIF #1 DOWNTOWN,SPECIAL REVENUE FUNDS,,,OTHER FINANCING SOURCES,INTERFUND TRANSFERS,TRANSFER FROM NSP2,,2019,$0
234-0000-391.10-00,234,TIF #1 DOWNTOWN,SPECIAL REVENUE FUNDS,,,OTHER FINANCING SOURCES,INTERFUND TRANSFERS,FROM GENERAL,,2019,$0
234-0000-391.29-00,234,TIF #1 DOWNTOWN,SPECIAL REVENUE FUNDS,,,OTHER FINANCING SOURCES,INTERFUND TRANSFERS,TRANS FROM TIF #13,,2019,"$9,490"
234-0000-395.30-00,234,TIF #1 DOWNTOWN,SPECIAL REVENUE FUNDS,,,OTHER FINANCING SOURCES,MISCELLANEOUS REVENUES,OTHER,,2019,$0
235-0000-300.00-00,235,TIF #2 ONE MOLINE PLACE,SPECIAL REVENUE FUNDS,,,EXCESS RESERVES,TRANSFER FROM RESERVES,,,2019,$0
235-0000-311.10-00,235,TIF #2 ONE MOLINE PLACE,SPECIAL REVENUE FUNDS,,,TAXES,PROPERTY TAXES,PROPERTY TAXES,,2019,"$243,540"
235-0000-361.10-00,235,TIF #2 ONE MOLINE PLACE,SPECIAL REVENUE FUNDS,,,USE OF MONEY/PROPERTY,INTEREST REVENUES,BANK INTEREST,,2019,$0
235-0000-361.30-01,235,TIF #2 ONE MOLINE PLACE,SPECIAL REVENUE FUNDS,,,USE OF MONEY/PROPERTY,INTEREST REVENUES,INTEREST ON TAXES,INTEREST - PROPERTY TAX,2019,$0
235-0000-361.51-00,235,TIF #2 ONE MOLINE PLACE,SPECIAL REVENUE FUNDS,,,USE OF MONEY/PROPERTY,INTEREST REVENUES,INTEREST ON LOANS,,2019,$0
236-0000-300.00-00,236,TIF #3 OLD HIGH SCHOOL,SPECIAL REVENUE FUNDS,,,EXCESS RESERVES,TRANSFER FROM RESERVES,,,2019,$0
236-0000-311.10-00,236,TIF #3 OLD HIGH SCHOOL,SPECIAL REVENUE FUNDS,,,TAXES,PROPERTY TAXES,PROPERTY TAXES,,2019,"$58,695"
236-0000-361.10-00,236,TIF #3 OLD HIGH SCHOOL,SPECIAL REVENUE FUNDS,,,USE OF MONEY/PROPERTY,INTEREST REVENUES,BANK INTEREST,,2019,$0
236-0000-361.20-00,236,TIF #3 OLD HIGH SCHOOL,SPECIAL REVENUE FUNDS,,,USE OF MONEY/PROPERTY,INTEREST REVENUES,ILLINOIS FUNDS INTEREST,,2019,$0
236-0000-361.30-01,236,TIF #3 OLD HIGH SCHOOL,SPECIAL REVENUE FUNDS,,,USE OF MONEY/PROPERTY,INTEREST REVENUES,INTEREST ON TAXES,INTEREST - PROPERTY TAX,2019,$10
236-0000-391.10-00,236,TIF #3 OLD HIGH SCHOOL,SPECIAL REVENUE FUNDS,,,OTHER FINANCING SOURCES,INTERFUND TRANSFERS,FROM GENERAL,,2019,"$50,000"
243-0000-300.00-00,243,TIF #5 KONE CENTRE,SPECIAL REVENUE FUNDS,,,EXCESS RESERVES,TRANSFER FROM RESERVES,,,2019,$0
243-0000-311.10-00,243,TIF #5 KONE CENTRE,SPECIAL REVENUE FUNDS,,,TAXES,PROPERTY TAXES,PROPERTY TAXES,,2019,"$535,625"
243-0000-361.10-00,243,TIF #5 KONE CENTRE,SPECIAL REVENUE FUNDS,,,USE OF MONEY/PROPERTY,INTEREST REVENUES,BANK INTEREST,,2019,$0
243-0000-361.30-01,243,TIF #5 KONE CENTRE,SPECIAL REVENUE FUNDS,,,USE OF MONEY/PROPERTY,INTEREST REVENUES,INTEREST ON TAXES,INTEREST - PROPERTY TAX,2019,"$3,470"
243-0000-395.30-00,243,TIF #5 KONE CENTRE,SPECIAL REVENUE FUNDS,,,OTHER FINANCING SOURCES,MISCELLANEOUS REVENUES,OTHER,,2019,$0
244-0000-300.00-00,244,TIF #6 MOLINE PL PH 2 & 3,SPECIAL REVENUE FUNDS,,,EXCESS RESERVES,TRANSFER FROM RESERVES,,,2019,"$23,905"
244-0000-311.10-00,244,TIF #6 MOLINE PL PH 2 & 3,SPECIAL REVENUE FUNDS,,,TAXES,PROPERTY TAXES,PROPERTY TAXES,,2019,"$374,705"
244-0000-361.10-00,244,TIF #6 MOLINE PL PH 2 & 3,SPECIAL REVENUE FUNDS,,,USE OF MONEY/PROPERTY,INTEREST REVENUES,BANK INTEREST,,2019,$0
244-0000-361.30-01,244,TIF #6 MOLINE PL PH 2 & 3,SPECIAL REVENUE FUNDS,,,USE OF MONEY/PROPERTY,INTEREST REVENUES,INTEREST ON TAXES,INTEREST - PROPERTY TAX,2019,$0
244-0000-392.20-00,244,TIF #6 MOLINE PL PH 2 & 3,SPECIAL REVENUE FUNDS,,,OTHER FINANCING SOURCES,SALE OF CITY PROPERTY,SALE OF SURPLUS PROPERTY,,2019,$0
244-0000-395.30-00,244,TIF #6 MOLINE PL PH 2 & 3,SPECIAL REVENUE FUNDS,,,OTHER FINANCING SOURCES,MISCELLANEOUS REVENUES,OTHER,,2019,$0
245-0000-300.00-00,245,TIF #7 MOLINE BUS PARK,SPECIAL REVENUE FUNDS,,,EXCESS RESERVES,TRANSFER FROM RESERVES,,,2019,$0
245-0000-311.10-00,245,TIF #7 MOLINE BUS PARK,SPECIAL REVENUE FUNDS,,,TAXES,PROPERTY TAXES,PROPERTY TAXES,,2019,"$1,640"
245-0000-361.10-00,245,TIF #7 MOLINE BUS PARK,SPECIAL REVENUE FUNDS,,,USE OF MONEY/PROPERTY,INTEREST REVENUES,BANK INTEREST,,2019,$0
245-0000-361.30-01,245,TIF #7 MOLINE BUS PARK,SPECIAL REVENUE FUNDS,,,USE OF MONEY/PROPERTY,INTEREST REVENUES,INTEREST ON TAXES,INTEREST - PROPERTY TAX,2019,$0
245-0000-361.50-00,245,TIF #7 MOLINE BUS PARK,SPECIAL REVENUE FUNDS,,,USE OF MONEY/PROPERTY,INTEREST REVENUES,CERTIFICATE OF DEPOSIT,,2019,$0
245-0000-391.31-00,245,TIF #7 MOLINE BUS PARK,SPECIAL REVENUE FUNDS,,,OTHER FINANCING SOURCES,INTERFUND TRANSFERS,FROM WATER,,2019,"$266,295"
245-0000-391.32-00,245,TIF #7 MOLINE BUS PARK,SPECIAL REVENUE FUNDS,,,OTHER FINANCING SOURCES,INTERFUND TRANSFERS,FROM WPC,,2019,"$330,780"
245-0000-393.10-00,245,TIF #7 MOLINE BUS PARK,SPECIAL REVENUE FUNDS,,,OTHER FINANCING SOURCES,PROCEEDS OF GLT DEBT,G.O. BOND PROCEEDS,,2019,$0
245-0000-395.99-00,245,TIF #7 MOLINE BUS PARK,SPECIAL REVENUE FUNDS,,,OTHER FINANCING SOURCES,MISCELLANEOUS REVENUES,PREMIUMS,,2019,$0
246-0000-300.00-00,246,TIF #9 ROUTE 6 & 150,SPECIAL REVENUE FUNDS,,,EXCESS RESERVES,TRANSFER FROM RESERVES,,,2019,$0
246-0000-311.10-00,246,TIF #9 ROUTE 6 & 150,SPECIAL REVENUE FUNDS,,,TAXES,PROPERTY TAXES,PROPERTY TAXES,,2019,"$17,850"
