Hospital,Multi-Acute System,Cohort,Zip Code,IdOrgHosp,Full City and State,City/Town,State,County,Hospital Specific Discharges From a ZIP Code                     (A),Total Hospital Discharges                  (B),Total Discharges for ZIP Code                  (C),ZIP Code Level Discharges as a % of Total Hospital Discharges                        (=A/B),Hospital Specific Discharges From a ZIP Code as a % of Total ZIP Code Discharges                   (=A/C),Hospital Size by Discharges,Hospital Type,Hospital Size by Total Revenue
Mercy Medical Center,Not Applicable,"Community, High Public Payer",01027,6547,"Easthampton, MA",Easthampton,MA,Hampshire County,131,16720,1890,0.007834928,0.069312169,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Mercy Medical Center,Not Applicable,"Community, High Public Payer",01069,6547,"Palmer, MA",Palmer,MA,Hampden County,116,16720,1044,0.006937799,0.111111111,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Mercy Medical Center,Not Applicable,"Community, High Public Payer",01036,6547,"Hampden, MA",Hampden,MA,Hampden County,112,16720,474,0.006698565,0.23628692,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Mercy Medical Center,Not Applicable,"Community, High Public Payer",01103,6547,"Springfield, MA",Springfield,MA,Hampden County,111,16720,378,0.006638756,0.293650794,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Mercy Medical Center,Not Applicable,"Community, High Public Payer",01301,6547,"Greenfield, MA",Greenfield,MA,Franklin County,101,16720,2564,0.00604067,0.039391576,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Mercy Medical Center,Not Applicable,"Community, High Public Payer",01060,6547,"Northampton, MA",Northampton,MA,Hampshire County,97,16720,1619,0.005801435,0.059913527,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Mercy Medical Center,Not Applicable,"Community, High Public Payer",01007,6547,"Belchertown, MA",Belchertown,MA,Hampshire County,95,16720,1150,0.005681818,0.082608696,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Mercy Medical Center,Not Applicable,"Community, High Public Payer",01128,6547,"Springfield, MA",Springfield,MA,Hampden County,85,16720,281,0.005083732,0.302491103,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Mercy Medical Center,Not Applicable,"Community, High Public Payer",01002,6547,"Amherst, MA",Amherst,MA,Hampshire County,83,16720,1647,0.004964115,0.050394657,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Mercy Medical Center,Not Applicable,"Community, High Public Payer",01101,6547,"Springfield, MA",Springfield,MA,Hampden County,76,16720,252,0.004545455,0.301587302,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Mercy Medical Center,Not Applicable,"Community, High Public Payer",01033,6547,"Granby, MA",Granby,MA,Hampshire County,73,16720,581,0.004366029,0.125645439,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Mercy Medical Center,Not Applicable,"Community, High Public Payer",01082,6547,"Ware, MA",Ware,MA,Hampshire County,65,16720,1131,0.00388756,0.057471264,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Mercy Medical Center,Not Applicable,"Community, High Public Payer",01062,6547,"Florence, MA",Florence,MA,Hampshire County,63,16720,1026,0.003767943,0.061403509,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Mercy Medical Center,Not Applicable,"Community, High Public Payer",01022,6547,"Chicopee, MA",Chicopee,MA,Hampden County,62,16720,238,0.003708134,0.260504202,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Mercy Medical Center,Not Applicable,"Community, High Public Payer",01073,6547,"Southampton, MA",Southampton,MA,Hampshire County,58,16720,516,0.0034689,0.112403101,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Mercy Medical Center,Not Applicable,"Community, High Public Payer",01057,6547,"Monson, MA",Monson,MA,Hampden County,56,16720,763,0.003349282,0.073394495,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Mercy Medical Center,Not Applicable,"Community, High Public Payer",01201,6547,"Pittsfield, MA",Pittsfield,MA,Berkshire County,45,16720,7457,0.002691388,0.006034598,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Mercy Medical Center,Not Applicable,"Community, High Public Payer",01050,6547,"Huntington, MA",Huntington,MA,Hampshire County,38,16720,239,0.002272727,0.158995816,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Mercy Medical Center,Not Applicable,"Community, High Public Payer",01080,6547,"Three Rivers, MA",Three Rivers,MA,Hampden County,32,16720,317,0.001913876,0.100946372,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Mercy Medical Center,Not Applicable,"Community, High Public Payer",01331,6547,"Athol, MA",Athol,MA,Worcester County,28,16720,1928,0.001674641,0.014522822,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Steward Good Samaritan Medical Center,Steward Health Care System,"Community, High Public Payer",02301,8701,"Brockton, MA",Brockton,MA,Plymouth County,4518,16431,11364,0.274968048,0.397571278,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Steward Good Samaritan Medical Center,Steward Health Care System,"Community, High Public Payer",02072,8701,"Stoughton, MA",Stoughton,MA,Norfolk County,1548,16431,3994,0.09421216,0.387581372,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Steward Good Samaritan Medical Center,Steward Health Care System,"Community, High Public Payer",02302,8701,"Brockton, MA",Brockton,MA,Plymouth County,1052,16431,4728,0.064025318,0.22250423,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Steward Good Samaritan Medical Center,Steward Health Care System,"Community, High Public Payer",02780,8701,"Taunton, MA",Taunton,MA,Bristol County,716,16431,7200,0.043576167,0.099444444,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Steward Good Samaritan Medical Center,Steward Health Care System,"Community, High Public Payer",02356,8701,"North Easton, MA",North Easton,MA,Bristol County,599,16431,1398,0.03645548,0.428469242,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Steward Good Samaritan Medical Center,Steward Health Care System,"Community, High Public Payer",02324,8701,"Bridgewater, MA",Bridgewater,MA,Plymouth County,597,16431,2636,0.036333759,0.226479514,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Steward Good Samaritan Medical Center,Steward Health Care System,"Community, High Public Payer",02368,8701,"Randolph, MA",Randolph,MA,Norfolk County,541,16431,4280,0.032925568,0.126401869,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Steward Good Samaritan Medical Center,Steward Health Care System,"Community, High Public Payer",02375,8701,"South Easton, MA",South Easton,MA,Bristol County,455,16431,1152,0.027691559,0.394965278,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Steward Good Samaritan Medical Center,Steward Health Care System,"Community, High Public Payer",02767,8701,"Raynham, MA",Raynham,MA,Bristol County,450,16431,1989,0.027387256,0.226244344,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Steward Good Samaritan Medical Center,Steward Health Care System,"Community, High Public Payer",02379,8701,"West Bridgewater, MA",West Bridgewater,MA,Plymouth County,445,16431,1161,0.027082953,0.383290267,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Steward Good Samaritan Medical Center,Steward Health Care System,"Community, High Public Payer",02346,8701,"Middleboro, MA",Middleboro,MA,Plymouth County,318,16431,3238,0.019353661,0.098208771,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Steward Good Samaritan Medical Center,Steward Health Care System,"Community, High Public Payer",02333,8701,"East Bridgewater, MA",East Bridgewater,MA,Plymouth County,317,16431,1690,0.0192928,0.187573964,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Steward Good Samaritan Medical Center,Steward Health Care System,"Community, High Public Payer",02021,8701,"Canton, MA",Canton,MA,Norfolk County,254,16431,2854,0.015458584,0.088997898,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Steward Good Samaritan Medical Center,Steward Health Care System,"Community, High Public Payer",02322,8701,"Avon, MA",Avon,MA,Norfolk County,225,16431,666,0.013693628,0.337837838,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Steward Good Samaritan Medical Center,Steward Health Care System,"Community, High Public Payer",02382,8701,"Whitman, MA",Whitman,MA,Plymouth County,189,16431,1742,0.011502647,0.108495982,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Steward Good Samaritan Medical Center,Steward Health Care System,"Community, High Public Payer",02343,8701,"Holbrook, MA",Holbrook,MA,Norfolk County,183,16431,1635,0.011137484,0.111926606,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Steward Good Samaritan Medical Center,Steward Health Care System,"Community, High Public Payer",02048,8701,"Mansfield, MA",Mansfield,MA,Bristol County,162,16431,1966,0.009859412,0.082400814,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Steward Good Samaritan Medical Center,Steward Health Care System,"Community, High Public Payer",02766,8701,"Norton, MA",Norton,MA,Bristol County,153,16431,1890,0.009311667,0.080952381,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Steward Good Samaritan Medical Center,Steward Health Care System,"Community, High Public Payer",02351,8701,"Abington, MA",Abington,MA,Plymouth County,146,16431,2094,0.008885643,0.069723018,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Steward Good Samaritan Medical Center,Steward Health Care System,"Community, High Public Payer",02347,8701,"Lakeville, MA",Lakeville,MA,Plymouth County,144,16431,1154,0.008763922,0.124783362,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Steward Good Samaritan Medical Center,Steward Health Care System,"Community, High Public Payer",02370,8701,"Rockland, MA",Rockland,MA,Plymouth County,121,16431,2567,0.007364129,0.047136735,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Steward Good Samaritan Medical Center,Steward Health Care System,"Community, High Public Payer",02703,8701,"Attleboro, MA",Attleboro,MA,Bristol County,114,16431,4609,0.006938105,0.024734216,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Steward Good Samaritan Medical Center,Steward Health Care System,"Community, High Public Payer",02062,8701,"Norwood, MA",Norwood,MA,Norfolk County,110,16431,4371,0.006694663,0.025165866,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Steward Good Samaritan Medical Center,Steward Health Care System,"Community, High Public Payer",02169,8701,"Quincy, MA",Quincy,MA,Norfolk County,95,16431,7368,0.005781754,0.012893594,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Steward Good Samaritan Medical Center,Steward Health Care System,"Community, High Public Payer",02718,8701,"East Taunton, MA",East Taunton,MA,Bristol County,91,16431,778,0.005538312,0.116966581,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Steward Good Samaritan Medical Center,Steward Health Care System,"Community, High Public Payer",02341,8701,"Hanson, MA",Hanson,MA,Plymouth County,89,16431,1304,0.005416591,0.068251534,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Steward Good Samaritan Medical Center,Steward Health Care System,"Community, High Public Payer",02184,8701,"Braintree, MA",Braintree,MA,Norfolk County,84,16431,4801,0.005112288,0.017496355,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Steward Good Samaritan Medical Center,Steward Health Care System,"Community, High Public Payer",02779,8701,"Berkley, MA",Berkley,MA,Bristol County,81,16431,601,0.004929706,0.134775374,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Steward Good Samaritan Medical Center,Steward Health Care System,"Community, High Public Payer",02035,8701,"Foxboro, MA",Foxboro,MA,Norfolk County,80,16431,1858,0.004868845,0.043057051,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Steward Good Samaritan Medical Center,Steward Health Care System,"Community, High Public Payer",02760,8701,"North Attleboro, MA",North Attleboro,MA,Bristol County,79,16431,2181,0.004807985,0.036221917,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Steward Good Samaritan Medical Center,Steward Health Care System,"Community, High Public Payer",02338,8701,"Halifax, MA",Halifax,MA,Plymouth County,73,16431,948,0.004442821,0.077004219,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Steward Good Samaritan Medical Center,Steward Health Care System,"Community, High Public Payer",02740,8701,"New Bedford, MA",New Bedford,MA,Bristol County,73,16431,6740,0.004442821,0.010830861,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Steward Good Samaritan Medical Center,Steward Health Care System,"Community, High Public Payer",02067,8701,"Sharon, MA",Sharon,MA,Norfolk County,62,16431,1417,0.003773355,0.043754411,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Steward Good Samaritan Medical Center,Steward Health Care System,"Community, High Public Payer",02360,8701,"Plymouth, MA",Plymouth,MA,Plymouth County,54,16431,6947,0.003286471,0.007773139,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Steward Good Samaritan Medical Center,Steward Health Care System,"Community, High Public Payer",02038,8701,"Franklin, MA",Franklin,MA,Norfolk County,50,16431,2727,0.003043028,0.018335167,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Steward Good Samaritan Medical Center,Steward Health Care System,"Community, High Public Payer",02720,8701,"Fall River, MA",Fall River,MA,Bristol County,50,16431,5123,0.003043028,0.009759906,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Steward Good Samaritan Medical Center,Steward Health Care System,"Community, High Public Payer",02721,8701,"Fall River, MA",Fall River,MA,Bristol County,43,16431,4839,0.002617004,0.008886133,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Steward Good Samaritan Medical Center,Steward Health Care System,"Community, High Public Payer",02081,8701,"Walpole, MA",Walpole,MA,Norfolk County,41,16431,2334,0.002495283,0.01756641,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Steward Good Samaritan Medical Center,Steward Health Care System,"Community, High Public Payer",02124,8701,"Dorchester Center, MA",Dorchester Center,MA,Suffolk County,40,16431,6492,0.002434423,0.006161429,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Steward Good Samaritan Medical Center,Steward Health Care System,"Community, High Public Payer",02189,8701,"East Weymouth, MA",East Weymouth,MA,Norfolk County,39,16431,2095,0.002373562,0.018615752,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Steward Good Samaritan Medical Center,Steward Health Care System,"Community, High Public Payer",02330,8701,"Carver, MA",Carver,MA,Plymouth County,39,16431,1633,0.002373562,0.023882425,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Steward Good Samaritan Medical Center,Steward Health Care System,"Community, High Public Payer",02026,8701,"Dedham, MA",Dedham,MA,Norfolk County,38,16431,3323,0.002312702,0.01143545,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Steward Good Samaritan Medical Center,Steward Health Care System,"Community, High Public Payer",02190,8701,"South Weymouth, MA",South Weymouth,MA,Norfolk County,36,16431,2385,0.00219098,0.01509434,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Steward Good Samaritan Medical Center,Steward Health Care System,"Community, High Public Payer",02762,8701,"Plainville, MA",Plainville,MA,Norfolk County,33,16431,940,0.002008399,0.035106383,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Steward Good Samaritan Medical Center,Steward Health Care System,"Community, High Public Payer",02334,8701,"Easton, MA",Easton,MA,Bristol County,31,16431,67,0.001886678,0.462686567,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Steward Good Samaritan Medical Center,Steward Health Care System,"Community, High Public Payer",02359,8701,"Pembroke, MA",Pembroke,MA,Plymouth County,31,16431,1884,0.001886678,0.016454352,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Steward Good Samaritan Medical Center,Steward Health Care System,"Community, High Public Payer",02571,8701,"Wareham, MA",Wareham,MA,Plymouth County,31,16431,1797,0.001886678,0.017250974,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Steward Good Samaritan Medical Center,Steward Health Care System,"Community, High Public Payer",02339,8701,"Hanover, MA",Hanover,MA,Plymouth County,30,16431,1416,0.001825817,0.021186441,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Steward Good Samaritan Medical Center,Steward Health Care System,"Community, High Public Payer",01504,8701,"Blackstone, MA",Blackstone,MA,Worcester County,29,16431,684,0.001764956,0.042397661,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
Steward Good Samaritan Medical Center,Steward Health Care System,"Community, High Public Payer",02188,8701,"Weymouth, MA",Weymouth,MA,Norfolk County,29,16431,2430,0.001764956,0.011934156,"10,000-19,999",Community High Public Payer Hospital,$250M-$500M
